ticker,sentiment,lastSentiment,sentimentChange,rank,name,price,change,changePercent,volume,marketCap,previousVolume,previousClose
RAIL,16.40979646697387,23.077869281045736,-28.893797485665075,166,"FreightCar America, Inc.",4.15,0.20000005,0.050632925,61691,66180996,34505,3.95
ACHC,21.933333333333337,30.833333333333336,-28.86486486486486,167,"Acadia Healthcare Company, Inc.",65.77,1.43,0.02223,345505,5915065464,365924,64.34
JPM,7.928858470637956,11.10452803428088,-28.597969709647163,168,JPMorgan Chase & Co.,138.74,0.34,0.00246,20335684,408668761448,15096604,132.48
TWTR,9.071671834625317,12.657736354775828,-28.331009744862246,169,"Twitter, Inc.",35.52,0.15,0.00424,25191007,28318678041,14677991,33.97
IMMX,11.458333333333348,15.749999999999996,-27.248677248677133,170,"Immix Biopharma, Inc.",2.43,0.3900001,0.19117651,457073,17856000,178614,2.04
TNP,25,34.3385185185185,-27.1954613111288,171,Tsakos Energy Navigation Limited,8.46,0.56,0.07088610000000001,171727,153936553,156735,7.9
ZIM,9.702342232290917,13.322617886178856,-27.17390594564514,172,ZIM Integrated Shipping Services Ltd.,88.76,0.14,0.00158,7090194,10611641321,8323264,85.24
SAVA,6.777799873737367,9.284881660997723,-27.00176349895399,173,"Cassava Sciences, Inc.",37.19,2.3400002,0.067144914,747422,1485423319,705704,34.85
W,9.02200520833334,12.249431045145332,-26.34755708177221,174,Wayfair Inc.,119.15,6.3499985,0.056294312,3622022,9460026728,3182237,112.8
AZN,1.608232413844668,2.1715020576131616,-25.93917154228349,175,AstraZeneca PLC,61.96,0.59000015,0.0096138203,6132878,192006602752,5856450,61.37
TRT,15.243333333333343,20.55448717948718,-25.839388741618542,176,Trio-Tech International,6.56,0.2,0.0314465,51077,26476882,39731,6.36
VLON,10.945634920634916,14.674393569393573,-25.409967581459313,177,"Vallon Pharmaceuticals, Inc.",7.21,-0.4499998,-0.058746715,255115,49461189,545360,7.66
AHPI,14.326923076923093,19.16503623188406,-25.24447695492483,178,"Allied Healthcare Products, Inc.",3.2,-0.14999986,-0.044776077,163056,13405214,771955,3.35
ABCB,25.356250000000014,33.74999999999999,-24.87037037037031,179,Ameris Bancorp,48.32,1.07,0.02265,524022,3366787325,366470,47.25
AREB,9.366823596792662,12.393333333333345,-24.42046586773008,180,"American Rebel Holdings, Inc.",1.69,0.25,0.1736111,28843135,,,1.44
ASTS,12.274211165048543,15.949696264470692,-23.044232557641898,181,"AST SpaceMobile, Inc.",9.2,0.8699999,0.10444176000000001,1596510,475915117,1904570,8.33
ACRE,18.807870370370374,24.358749999999986,-22.78803152719091,182,Ares Commercial Real Estate Corporation,14.96,0.1800003,0.012178640000000001,393296,711699584,305379,14.78
