ticker,sentiment,lastSentiment,rank,name,price,change,changePercent,volume,marketCap,previousVolume,previousClose
BABA,3.664604419285733,2.0175876054167485,126,Alibaba Group Holding Limited,75.73,-2.03,-0.02611,47376032,205297490715,69992642,77.76
SAVA,3.690018923289018,14.374978354978364,127,"Cassava Sciences, Inc.",33.715,1.115,0.0342,275083,1349166142,1004939,32.6
SPY,3.7238501805502144,5.083488890458265,128,SPDR S&P 500 ETF Trust,422.11,5.11,0.01225,30121957,381937791300,95729188,417
VXX,3.7244756905386867,0,129,iPath Series B S&P 500 VIX Short-Term Futures ETN,33.87,5.06,0.17563,33227327,0,66570671,28.81
COIN,3.8501919602529355,5.836025641025655,130,"Coinbase Global, Inc.",153.76,0.57,0.00372,1610242,40177488000,4450007,153.19
LI,3.913261022927683,26.1452380952381,131,Li Auto Inc.,19.15,1.55,0.08807,17993986,17188954208,41534177,17.6
TNXP,3.9516659643208385,11.16666666666668,132,Tonix Pharmaceuticals Holding Corp.,0.2026,-0.0074,-0.03524,4776816,100539351,16724979,0.21
ENPH,3.9858046142225767,14.596825396825409,133,"Enphase Energy, Inc.",157.98,0.34,0.00216,1046970,21159141981,3058631,157.64
T,4.070876840696114,10.878571428571426,134,AT&T Inc.,22.985,0.095,0.00415,10201598,164179389652,49609796,22.89
GOEV,4.19937830687831,3.581369047619054,135,Canoo Inc.,5.39,0.21,0.04054,909861,1286217247,2882175,5.18
ABT,4.275000000000007,6.7796296296296354,136,Abbott Laboratories,116.885,1.365,0.01182,1205796,206124624778,5527517,115.52
PTRA,4.310108695652182,21.959848484848486,137,Proterra Inc.,6.895,0.235,0.03529,880087,1505226620,4123759,6.66
GNPX,4.444444444444451,25,138,"Genprex, Inc.",1.94,-0.05,-0.02513,144674,92748626,366874,1.99
CELZ,4.491666666666672,7.708333333333339,139,"Creative Medical Technology Holdings, Inc.",1.5,-0.02,-0.01316,18980,10942445,70204,1.52
SPWR,4.509523809523808,-4.632936507936503,140,SunPower Corporation,18.81,0.135,0.00723,1739554,3256311283,5110726,18.675
M,4.534236453201967,1.9066893424036335,141,"Macy's, Inc.",24.05,0.26,0.01093,3827966,7197429455,10990858,23.79
ALPP,4.549112496850594,2.4853888888888953,142,"Alpine 4 Holdings, Inc.",1.23,-0.03,-0.02381,651332,199466909,2624793,1.26
TSLA,4.5578782829463815,7.643849677681347,143,"Tesla, Inc.",791.84,25.47,0.03323,9875469,795217080408,23717421,766.37
WKHS,4.589849033816429,22.653136973180075,144,Workhorse Group Inc.,3.12,0.08,0.02632,1591468,473226122,5394970,3.04
NAK,4.626792582417583,6.523885062010071,145,Northern Dynasty Minerals Ltd.,0.3839,-0.0041,-0.01057,3929821,203382307,11288457,0.388
AC.TO,4.632483660130715,4.402777777777778,146,Air Canada,21.01,0.56,0.02738,2016539,7518277690,3287837,20.45
